Url,Start,Stop
http://localhost:8080/tools.descartes.teastore.webui/login,269374483071100,269374495852200
http://localhost:8080/tools.descartes.teastore.webui/login,269374489334900,269374501659600
http://localhost:8080/tools.descartes.teastore.webui/login,269374565438900,269374576852599
http://localhost:8080/tools.descartes.teastore.webui/login,269374614445800,269374628135300
http://localhost:8080/tools.descartes.teastore.webui/login,269374636605400,269374649549999
http://localhost:8080/tools.descartes.teastore.webui/login,269374683415799,269374694826900
http://localhost:8080/tools.descartes.teastore.webui/login,269374754496900,269374765740500
http://localhost:8080/tools.descartes.teastore.webui/login,269374769941499,269374780444199
http://localhost:8080/tools.descartes.teastore.webui/login,269374842586300,269374855149800
http://localhost:8080/tools.descartes.teastore.webui/login,269374887799000,269374898979200
http://localhost:8080/tools.descartes.teastore.webui/login,269374965829000,269374978491800
http://localhost:8080/tools.descartes.teastore.webui/login,269375042077400,269375053802900
http://localhost:8080/tools.descartes.teastore.webui/login,269375086616100,269375097970100
http://localhost:8080/tools.descartes.teastore.webui/login,269375110140200,269375120895700
http://localhost:8080/tools.descartes.teastore.webui/login,269375131052099,269375143950000
http://localhost:8080/tools.descartes.teastore.webui/login,269375214137499,269375227533000
http://localhost:8080/tools.descartes.teastore.webui/login,269375299280399,269375311226500
http://localhost:8080/tools.descartes.teastore.webui/login,269375338819300,269375350440600
http://localhost:8080/tools.descartes.teastore.webui/login,269375386124100,269375396687700
http://localhost:8080/tools.descartes.teastore.webui/login,269375458525600,269375477450200
http://localhost:8080/tools.descartes.teastore.webui/login,269375461035700,269375481246099
http://localhost:8080/tools.descartes.teastore.webui/login,269375518671699,269375530432700
http://localhost:8080/tools.descartes.teastore.webui/login,269375552153599,269375562680599
http://localhost:8080/tools.descartes.teastore.webui/login,269375608979900,269375620791600
http://localhost:8080/tools.descartes.teastore.webui/login,269375645144800,269375655379600
http://localhost:8080/tools.descartes.teastore.webui/login,269375732755000,269375744574900
http://localhost:8080/tools.descartes.teastore.webui/login,269375747770400,269375759221200
http://localhost:8080/tools.descartes.teastore.webui/login,269375796665099,269375809214600
http://localhost:8080/tools.descartes.teastore.webui/login,269375841167200,269375852723300
http://localhost:8080/tools.descartes.teastore.webui/login,269375913408000,269375926799400
http://localhost:8080/tools.descartes.teastore.webui/login,269375937777900,269375950242800
http://localhost:8080/tools.descartes.teastore.webui/login,269376010150600,269376023641299
http://localhost:8080/tools.descartes.teastore.webui/login,269376074954800,269376088502299
http://localhost:8080/tools.descartes.teastore.webui/login,269376079925699,269376095313200
http://localhost:8080/tools.descartes.teastore.webui/login,269376176997700,269376189595700
http://localhost:8080/tools.descartes.teastore.webui/login,269376220647500,269376239940800
http://localhost:8080/tools.descartes.teastore.webui/login,269376257371500,269376269456400
http://localhost:8080/tools.descartes.teastore.webui/login,269376327159599,269376338870599
http://localhost:8080/tools.descartes.teastore.webui/login,269376396526400,269376408857800
http://localhost:8080/tools.descartes.teastore.webui/login,269376405787500,269376418620200
http://localhost:8080/tools.descartes.teastore.webui/login,269376475179000,269376488923700
http://localhost:8080/tools.descartes.teastore.webui/login,269376544659500,269376557033800
http://localhost:8080/tools.descartes.teastore.webui/login,269376614477100,269376629576699
http://localhost:8080/tools.descartes.teastore.webui/login,269376630612000,269376644042800
http://localhost:8080/tools.descartes.teastore.webui/login,269376649119100,269376663922599
http://localhost:8080/tools.descartes.teastore.webui/login,269376713826600,269376727619900
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user87&password=password,269377141498200,269377830934999
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user40&password=password,269377104353700,269377832361600
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user23&password=password,269376878743399,269377840198200
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user85&password=password,269376812829500,269377840316100
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user25&password=password,269376743103300,269377840469000
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user84&password=password,269377173046000,269377840783900
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user36&password=password,269377572938799,269377840822000
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user52&password=password,269377637900599,269377841135300
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user45&password=password,269376825077300,269377841726000
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user46&password=password,269377025882200,269377841892400
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user24&password=password,269376956252700,269377842053400
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user63&password=password,269377346469700,269377844738000
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user36&password=password,269377309894600,269377844801299
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user38&password=password,269377374547700,269377844825399
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user2&password=password,269377513721000,269377849576600
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user7&password=password,269377679414500,269377849898100
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user63&password=password,269377653774500,269377849913700
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user74&password=password,269377443831900,269377856913400
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user44&password=password,269376947993099,269377856946200
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user8&password=password,269377242963399,269377856969100
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user91&password=password,269377588158100,269377857185099
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user70&password=password,269377081938800,269377860309800
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user34&password=password,269377768562600,269377884429499
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user90&password=password,269377821421000,269377920805200
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user88&password=password,269377888916100,269377953839500
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user17&password=password,269377883768800,269377953846900
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user28&password=password,269377901460899,269377963582600
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user10&password=password,269377953346000,269378000813800
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user91&password=password,269378018733999,269378066648099
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user50&password=password,269378042476099,269378097292700
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user72&password=password,269378100370900,269378146460000
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user21&password=password,269378163798799,269378204249200
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user38&password=password,269378219934800,269378256985300
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user89&password=password,269378242419400,269378282241800
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user15&password=password,269378297514399,269378332922699
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user89&password=password,269378365079200,269378399191299
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user46&password=password,269378432507900,269378473432699
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user29&password=password,269378432446300,269378473447100
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user54&password=password,269378466762500,269378504597000
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user77&password=password,269378516307100,269378549984300
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user79&password=password,269378551527899,269378587542000
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user10&password=password,269378594802399,269378634087900
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user82&password=password,269378648684000,269378685344800
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user70&password=password,269378715948000,269378753874100
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user70&password=password,269378769986799,269378806490400
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user21&password=password,269378804327700,269378842814299
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user64&password=password,269378830923000,269378875534200
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user72&password=password,269378866560900,269378911553600
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user73&password=password,269378938696000,269378976640100
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user40&password=password,269378963860300,269379001683900
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user58&password=password,269379038933200,269379076774500
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user21&password=password,269379045721300,269379085251200
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user87&password=password,269379113086599,269379153115400
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user22&password=password,269379157577099,269379192977299
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user54&password=password,269379219375500,269379257735200
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user43&password=password,269379283944699,269379328800800
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user15&password=password,269379286692400,269379328827600
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user71&password=password,269379352521000,269379397842100
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user29&password=password,269379373937500,269379415813500
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user49&password=password,269379412286199,269379452572800
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user84&password=password,269379476752900,269379514532700
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user69&password=password,269379513978099,269379554733600
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user15&password=password,269379578031400,269379631681500
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user40&password=password,269379642245500,269379707678299
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user71&password=password,269379693902100,269379750596500
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user73&password=password,269379758308300,269379794939300
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user70&password=password,269379776525700,269379810621300
